Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
puffs,6,5.4,6.6,6
soles,10,7.2,8.6,10
spout,6,4.8,4.6,6
octal,3,5.0,4.4,5
griot,4,3.4,4.8,5
poofs,5,6.4,5.6,6
tical,4,4.6,4.6,5
recap,5,5.0,6.0,5
cooky,4,6.6,5.0,4
shorl,4,4.0,5.4,3
combo,6,5.4,4.2,5
rawin,4,4.2,4.2,4
quods,5,4.8,3.0,3
dhole,4,4.0,4.6,3
avert,10,4.2,5.0,4
fiche,4,4.8,5.4,4
shags,6,5.6,6.0,5
pours,3,6.2,5.4,5
fifty,6,4.4,5.4,5
wares,11,7.6,9.0,11
sized,4,6.0,7.0,5
pulis,3,4.4,3.8,3
epact,4,4.4,5.0,4
forme,5,5.2,5.2,5
mercy,4,4.8,4.8,4
horsy,4,5.4,5.6,4
kinds,7,5.8,6.8,8
noise,3,5.4,4.6,4
manus,4,4.0,5.6,4
felon,7,5.4,5.0,8
spean,9,4.6,5.2,7
morns,5,5.4,5.0,5
fakey,4,5.4,5.8,5
timed,4,5.2,7.0,5
traps,3,5.4,6.8,4
snort,3,5.6,4.4,4
venge,5,5.0,5.6,5
praam,3,4.4,5.0,6
totem,5,4.8,5.8,6
secco,6,3.4,4.6,5
beads,4,5.0,7.0,5
worry,7,6.0,6.0,7
sepic,4,4.4,3.8,3
expos,4,5.4,5.2,5
harps,6,5.2,6.6,6
titty,4,5.6,6.4,4
twang,4,4.2,4.6,4
delft,4,4.4,5.0,3
whiff,4,5.2,5.0,5
munch,5,5.4,5.6,5
ledgy,3,4.0,4.6,3
yarer,9,5.2,7.2,9
sargo,3,5.0,5.4,4
knots,5,5.4,6.4,6
blind,3,5.2,4.2,3
twill,5,4.8,4.6,4
salty,3,4.6,5.0,3
wises,10,7.4,7.6,10
spill,4,4.0,5.8,6
sawer,7,5.0,7.6,8
jubas,6,5.0,5.2,4
rough,4,5.8,5.0,4
glial,5,5.2,5.6,5
prima,3,5.6,5.0,6
brees,8,6.0,5.6,6
umbos,4,5.2,7.0,7
laris,2,5.2,4.6,2
comet,3,4.6,5.4,4
britt,5,5.2,4.2,5
honda,4,4.8,3.8,6
emyde,4,4.0,4.2,4
blent,4,4.6,4.6,3
lurer,5,5.0,5.0,4
eches,6,5.2,6.0,8
rater,12,6.8,7.0,11
sabed,4,4.6,5.2,6
fated,8,7.4,7.4,9
erase,8,4.6,5.0,9
roose,4,5.0,5.2,3
matzo,4,4.2,4.2,4
refit,6,5.4,5.8,6
iglus,5,4.2,4.8,5
pooch,4,5.0,4.8,4
sorgo,4,4.8,4.0,3
dumbo,3,4.6,2.6,2
areic,3,4.8,4.4,3
dinar,3,4.6,3.8,6
ender,5,5.4,3.8,4
gazer,6,5.4,5.8,7
yeuky,5,5.2,4.8,4
glows,6,5.0,6.0,8
sally,5,5.8,6.2,4
laded,10,7.0,5.8,5
jehad,6,4.2,3.4,6
duels,4,5.2,4.0,4
bulla,4,4.4,5.2,4
ancho,4,4.0,3.0,3
mires,4,7.6,8.0,4
brick,5,5.8,5.2,4
peals,4,5.2,7.2,4
newel,5,5.0,4.6,5
aioli,4,4.6,3.4,5
luged,5,4.6,4.6,5
cripe,5,3.8,4.2,4
thack,3,5.0,4.2,5
mutes,6,5.4,5.2,6
basil,4,4.0,5.0,4
bundt,3,4.2,4.2,3
cocoa,5,4.6,5.6,5
kaphs,4,4.8,6.4,5
kyaks,5,5.0,5.8,7
lippy,5,4.0,3.8,5
doven,4,5.8,5.2,5
loxes,9,8.6,6.0,9
drums,5,5.2,4.0,4
moody,6,4.8,5.6,6
koans,4,4.8,4.0,6
koala,4,5.8,6.2,5
howfs,6,5.8,6.2,6
wacky,5,5.8,4.6,5
eyass,7,5.0,5.4,7
rapes,4,6.4,9.0,5
frays,7,5.0,5.8,7
bowse,6,5.2,6.0,4
puton,4,4.4,3.6,3
genet,4,4.8,4.0,3
frats,6,5.2,5.4,6
pyxes,5,5.0,4.4,6
horas,4,6.4,5.6,5
blobs,6,5.2,5.0,11
tests,6,6.8,6.4,5
doyen,3,5.4,5.4,5
gluts,4,4.8,4.8,3
yirds,6,4.6,5.6,7
smeek,5,4.4,4.4,5
grots,3,4.8,5.4,4
prang,5,4.8,6.0,5
axled,4,5.6,6.0,6
rumor,4,5.2,4.6,5
homos,6,4.8,5.8,6
plews,8,5.8,5.6,5
wormy,4,4.6,5.4,6
plotz,3,4.2,5.0,4
drats,3,6.2,6.2,3
jowed,7,7.2,5.0,9
beery,7,5.2,5.6,6
clung,5,3.6,4.6,5
ergot,4,4.6,5.6,4
hedge,5,5.8,5.4,4
mount,4,4.6,4.0,5
meals,5,5.8,7.8,5
farad,5,4.6,3.8,4
fulls,9,5.0,6.2,10
broad,3,4.0,4.8,5
trigs,5,5.0,5.4,5
kalam,4,5.0,6.6,5
anomy,3,3.8,4.2,4
wedgy,5,5.6,3.8,5
props,9,6.4,6.8,6
tenon,4,4.2,4.8,5
exert,6,4.2,4.6,6
trays,5,5.8,5.4,6
wades,6,6.8,4.6,6
dowel,5,4.4,4.6,3
balky,4,4.4,6.8,4
yokel,4,4.4,4.6,4
euros,4,4.6,4.4,2
ovary,7,5.0,4.4,5
upped,5,5.6,4.2,6
vodka,5,3.8,5.6,5
idols,4,5.2,4.4,5
gonad,4,4.6,4.0,5
petty,5,4.6,4.6,5
urial,4,5.0,3.0,3
gapes,5,5.4,5.6,6
niche,4,4.2,5.6,4
lunar,4,4.6,4.6,4
zooty,7,5.4,6.2,6
riper,7,6.2,7.4,5
codex,4,5.4,5.8,5
misdo,4,5.4,3.6,3
unmet,4,4.8,4.6,4
duffs,7,5.8,6.2,8
gunks,5,6.4,5.4,5
baits,2,5.4,4.6,4
revel,8,5.6,5.6,6
audio,4,4.0,1.0,1
brios,3,5.4,4.4,6
neaps,3,5.6,5.2,4
mated,5,6.0,7.6,6
tacit,4,5.4,5.8,5
decor,5,4.6,5.4,4
minty,4,4.2,5.2,4
brusk,5,4.8,4.0,4
amens,3,5.2,4.6,4
parks,6,6.6,6.8,5
tribe,6,4.6,6.0,7
artal,7,5.0,5.0,3
balks,6,5.6,5.2,4
fykes,5,5.4,5.4,7
glass,6,4.2,6.6,7
sleep,4,5.2,5.2,4
night,4,4.4,8.4,4
giddy,6,4.8,4.2,6
teuch,4,5.4,4.0,3
skive,5,4.8,5.2,6
elope,6,4.2,4.8,6
skull,5,4.2,4.0,5
chair,4,4.4,4.4,5
vinos,8,5.2,5.8,7
bongs,5,5.0,6.4,5
wacko,5,4.8,4.6,5
wolfs,8,5.8,5.6,7
payed,4,5.4,8.0,5
allyl,5,4.2,4.0,4
paiks,4,4.2,5.0,4
hilus,4,4.8,5.4,4
beses,5,6.2,5.6,5
hakus,5,5.0,5.8,6
foxed,6,6.0,7.4,9
japes,5,4.8,7.0,6
spine,4,4.2,5.2,5
bytes,5,6.0,6.0,3
judos,6,4.8,2.4,3
pawed,6,6.8,9.0,7
homer,6,5.6,5.8,6
genoa,4,4.4,4.6,5
lager,7,5.4,7.8,7
friar,5,4.4,5.6,8
shoon,4,5.8,5.4,5
ragas,8,5.2,5.0,6
infra,5,5.8,5.0,6
apers,5,5.2,4.4,3
ogres,3,5.8,5.4,9
cabal,4,5.2,5.4,4
sored,3,5.0,5.4,3
after,4,6.0,5.6,4
mynah,4,4.4,4.0,4
squib,3,4.2,3.4,3
sards,10,4.6,6.0,13
solan,2,3.6,4.8,4
temps,4,4.6,5.4,4
biddy,4,5.0,5.0,4
podgy,3,4.8,4.0,4
slice,3,4.8,4.4,4
foggy,6,6.0,5.8,7
uncos,3,4.6,6.0,5
upend,5,4.0,3.4,5
binit,4,5.2,4.2,4
campo,4,4.8,4.6,3
slojd,5,5.0,5.6,5
angel,4,4.0,4.6,4
korma,3,4.2,5.8,6
clamp,4,5.4,5.0,4
pimas,4,5.0,5.6,6
weber,5,5.2,4.8,5
shirr,5,5.0,5.8,5
flour,4,4.2,4.8,5
apsis,5,5.2,4.6,6
dials,3,6.2,4.4,4
aquas,6,4.6,4.0,5
faqir,6,5.6,4.2,6
spiny,4,4.8,5.4,5
lambs,5,5.4,5.6,5
readd,4,6.4,5.4,6
babas,6,6.0,6.0,6
merch,5,4.6,5.2,4
roque,5,5.4,4.8,5
busks,5,6.4,7.2,5
medii,5,5.6,4.2,5
inapt,4,4.2,5.4,5
minus,4,5.0,4.8,3
trims,4,5.6,6.6,4
kiefs,5,4.6,5.0,4
shark,8,4.2,5.8,6
diver,6,5.8,4.8,7
writs,7,5.2,4.0,7
didie,5,5.2,3.4,3
blogs,4,4.8,6.0,5
booze,5,4.6,5.8,5
dense,3,6.2,4.2,3
pareu,3,5.8,4.2,3
cymae,4,3.6,4.4,5
khadi,4,4.8,4.6,4
tinct,3,4.0,4.6,4
neems,6,4.6,5.0,5
holds,6,6.0,5.8,8
slier,2,4.4,4.6,3
undid,5,4.8,2.0,2
sputa,5,5.0,5.6,5
tired,2,5.2,7.0,3
skelp,5,4.2,5.4,4
retry,5,5.2,5.2,4
zingy,6,4.8,5.6,6
candy,3,4.6,5.0,3
doubt,4,4.8,4.6,4
roses,8,6.0,7.8,7
dupes,4,6.4,4.2,5
qadis,7,5.6,5.4,7
fishy,4,5.4,5.8,5
dingy,3,3.8,5.2,5
wised,5,4.8,5.0,6
sires,9,5.4,8.0,9
gulfs,5,5.2,5.0,6
masks,6,7.2,7.2,7
cates,2,6.6,5.4,3
pyrex,5,5.6,4.2,3
henna,6,6.2,5.0,8
lubed,5,3.8,6.4,6
dopas,4,6.4,4.0,4
pesty,4,5.8,6.2,3
sails,12,6.8,8.4,14
brava,6,5.4,5.6,6
chary,4,5.6,5.8,5
ghats,6,4.2,5.6,7
devon,5,6.0,4.8,5
stere,3,4.6,4.4,4
luffa,6,4.8,5.2,4
pylon,3,4.0,4.6,4
volti,4,5.0,4.6,3
hinky,5,5.4,4.2,6
lined,3,5.4,6.8,4
equip,4,4.8,3.4,3
weigh,4,5.6,5.6,5
redid,6,5.0,2.8,4
parve,5,5.0,5.6,5
flied,4,4.2,6.2,4
tides,4,6.2,4.4,3
marse,5,4.6,6.6,6
uteri,5,6.4,3.2,3
berms,6,5.2,6.0,5
crass,9,6.4,6.6,8
toils,2,5.4,4.6,3
bakes,7,7.2,7.0,6
tunes,4,4.8,5.6,3
trets,7,5.2,6.2,6
ample,5,6.2,4.8,4
ferny,3,5.0,4.4,4
raker,8,7.6,8.0,9
chaos,3,6.0,5.0,5
barbe,7,5.8,6.2,7
cozen,6,5.0,5.8,6
poled,3,5.2,5.6,5
smirk,6,5.0,5.2,6
coast,3,5.0,5.6,4
blade,4,5.4,6.6,6
arson,3,3.8,3.6,3
flank,5,4.6,5.2,7
heirs,3,6.2,5.2,4
wawls,8,6.2,7.0,8
tooth,4,4.8,4.6,4
frore,4,5.0,5.2,8
avgas,6,5.2,4.8,5
rewet,7,4.0,5.4,5
carse,3,4.0,5.6,4
champ,4,4.6,5.8,4
macle,3,5.2,4.6,5
ovolo,4,5.4,4.0,3
acmes,5,6.0,5.4,4
crops,4,4.2,6.0,5
vexed,7,5.6,6.2,7
hobby,6,5.4,6.0,7
yuppy,7,5.8,5.6,7
emmet,5,5.2,5.4,5
viers,7,6.8,5.6,7
canes,3,7.6,8.2,4
swore,6,5.2,4.8,7
foots,6,6.2,5.4,5
aghas,6,6.2,5.0,4
stowp,5,5.4,4.6,6
snaws,5,5.2,6.6,7
amply,4,4.8,4.4,4
busty,5,4.4,4.6,3
nicad,3,4.2,4.4,5
posit,5,5.0,3.6,4
droll,3,5.4,5.2,4
animi,7,5.6,4.0,4
plunk,4,4.4,3.8,4
sirra,5,4.8,4.6,4
vinal,5,4.8,5.0,6
lears,3,7.8,6.6,4
kojis,4,5.4,5.0,5
sewer,7,5.4,5.0,4
hosel,3,5.4,6.2,4
hoods,6,6.8,5.2,7
mammy,4,6.6,6.2,4
datum,4,5.6,3.8,4
saros,5,6.0,6.4,8
lucky,5,5.6,5.0,4
toned,3,4.8,6.8,4
cower,7,6.6,6.6,7
upset,5,5.2,4.6,4
preop,7,5.6,5.4,7
recur,5,4.6,5.0,4
bifid,4,4.6,4.6,5
fence,5,5.2,5.2,5
ships,6,5.6,5.8,6
arvos,6,4.4,5.2,3
arrow,4,4.8,4.6,5
hedgy,4,5.0,4.0,4
tames,4,7.8,7.0,5
intis,4,5.4,4.4,5
winze,5,4.4,5.2,5
monas,4,5.4,5.0,5
areas,14,4.6,4.2,3
dolma,4,4.8,4.4,4
swipe,5,4.8,5.4,5
glads,4,6.4,4.8,6
thraw,3,3.8,5.4,3
itchy,5,5.4,5.0,6
vying,4,4.6,5.4,5
paten,4,6.0,5.8,4
pushy,4,5.0,7.4,5
leman,3,5.0,5.0,4
hoise,5,5.4,4.4,5
hoars,4,7.0,4.4,5
barca,6,5.2,4.8,5
glair,4,3.8,5.8,5
musky,4,5.8,6.4,5
acyls,3,5.0,4.6,3
numen,4,5.2,4.2,6
cozey,4,4.8,6.0,5
solum,3,3.6,4.8,5
lenes,5,5.8,4.6,5
birrs,6,6.2,6.4,5
cyano,3,5.4,5.0,4
warts,9,7.2,7.8,9
deair,2,3.8,2.8,2
baths,4,5.0,5.8,6
rimes,5,7.6,5.8,5
rehab,6,5.2,4.4,6
renig,5,6.2,5.2,4
lures,3,4.8,5.0,2
sulus,5,7.0,5.2,6
eaves,10,4.2,8.2,11
odahs,3,4.4,4.6,7
nobly,3,5.4,5.2,4
sacra,3,4.6,4.6,4
rangy,4,5.8,5.4,3
horny,4,5.4,6.2,5
aeons,2,5.6,5.0,3
baste,5,4.2,4.8,5
micra,4,4.8,4.4,5
calls,5,7.6,7.0,6
masse,5,5.4,4.6,5
forbs,6,6.4,6.2,6
shape,5,4.8,5.2,5
exits,6,6.8,6.4,4
ajuga,5,4.4,3.6,3
stott,4,5.8,5.6,5
bated,5,6.6,8.4,5
milks,5,5.2,6.6,4
plate,4,5.6,5.4,4
boxes,6,5.8,8.8,7
rushy,3,5.6,5.2,4
civie,6,4.6,3.6,4
umber,5,4.8,3.6,4
clary,4,5.4,6.0,4
wanks,7,5.8,6.4,8
fordo,4,5.6,3.4,4
racer,7,6.0,7.4,8
tabid,3,4.2,4.0,6
cites,3,7.2,7.2,3
veldt,5,4.6,4.0,4
riled,4,6.2,6.2,4
styed,3,5.6,4.4,3
hoots,9,5.4,6.4,8
prays,7,5.2,5.8,5
gawky,5,6.2,5.2,5
mothy,5,4.2,4.8,5
triad,3,5.6,4.2,5
sixte,3,5.6,4.8,4
suing,4,4.4,4.0,4
sulfo,3,4.6,3.6,3
yodle,4,5.0,3.6,3
diazo,4,4.8,2.0,2
stick,5,4.8,5.0,5
hotly,3,4.4,4.8,3
seven,5,5.6,5.2,5
sente,4,4.8,4.8,5
arete,8,5.2,4.8,3
vocal,5,4.6,5.6,6
thong,3,4.4,4.6,4
shoed,3,5.2,4.4,5
deled,5,4.8,4.4,3
south,3,3.8,5.0,3
honer,5,6.2,5.4,6
sully,4,4.4,6.2,4
soapy,3,5.2,4.6,4
taken,3,5.4,5.4,3
sonic,3,5.2,4.0,4
lapin,3,4.8,4.8,3
oxids,3,4.8,3.8,5
topoi,4,5.6,4.6,6
cluck,5,4.0,4.2,5
kolos,7,6.6,6.0,7
smelt,6,4.6,5.2,4
ulcer,7,4.6,5.0,5
dawks,5,5.0,4.8,6
miens,4,5.4,4.6,4
tutor,4,4.4,3.6,4
muses,6,5.8,6.4,6
bigos,5,5.4,4.0,5
decal,4,5.8,5.2,5
choky,4,4.6,5.8,4
glaze,5,5.4,6.4,6
lines,3,6.2,6.8,3
lawny,4,4.8,5.6,4
eases,10,5.4,6.2,10
caddy,4,6.4,4.6,4
dents,4,6.2,5.8,3
vends,8,6.6,4.8,9
wroth,6,4.2,5.2,5
tyres,4,5.4,6.0,2
cameo,3,5.2,4.6,3
redds,4,5.0,4.0,4
seeks,6,5.2,7.0,5
maths,7,5.0,5.2,5
eight,7,5.2,4.8,7
sleet,3,5.0,5.0,3
moors,6,4.8,5.2,5
wiled,5,4.6,6.4,6
osmol,7,4.4,4.6,8
dowed,8,6.6,4.2,7
cohog,4,4.6,4.2,5
moose,6,5.4,5.4,6
resod,3,3.8,4.0,5
hater,9,6.2,6.8,8
chico,4,5.4,4.2,5
shyly,4,4.0,3.8,4
frank,6,4.2,5.0,7
dumky,5,5.0,3.8,5
kheda,5,4.2,4.0,6
makes,7,6.4,9.8,7
yawed,6,7.6,6.8,6
showy,4,5.0,5.2,5
sixmo,6,5.0,3.4,4
typps,4,4.8,4.0,3
laves,7,8.2,8.6,7
moots,8,7.4,6.8,7
pujah,4,5.0,5.8,5
thesp,3,4.4,5.2,3
etwee,5,3.6,4.4,5
foehn,4,4.2,5.2,4
emirs,6,6.0,5.4,7
nuked,4,5.0,5.6,4
ionic,4,5.4,6.6,7
centu,4,4.8,4.6,3
halon,3,5.6,6.4,4
playa,3,4.4,5.0,5
draff,6,5.2,4.4,5
anime,3,5.0,4.0,3
cowed,6,7.4,8.8,9
babes,9,7.6,7.6,8
gouge,4,4.8,4.0,5
hajis,7,5.0,5.4,7
pivot,5,4.4,5.4,6
rotos,4,6.0,6.0,4
focal,4,5.8,5.8,5
odeum,5,4.4,4.0,5
chops,3,5.0,5.8,5
jenny,7,6.0,5.6,7
crazy,5,5.4,5.6,6
bunko,4,4.4,4.2,4
dicot,3,4.2,4.0,3
ohmic,5,4.8,5.4,6
anion,7,5.8,3.6,5
fouls,3,4.8,5.0,4
toons,5,6.4,7.2,5
coofs,6,5.8,5.8,6
prawn,5,5.2,5.2,5
biner,4,5.6,5.8,4
foyer,6,6.0,4.6,7
genii,7,5.2,6.2,6
pared,4,7.4,7.2,5
total,3,5.2,5.4,5
erode,7,4.4,5.0,5
bitty,6,6.4,4.8,5
feign,5,4.0,5.4,4
hazel,4,5.6,5.8,6
chief,4,4.4,5.2,5
vigia,4,6.0,4.6,6
pluck,4,4.6,3.6,5
ambit,5,4.4,4.2,5
bombs,7,5.4,5.0,6
ylems,6,6.0,4.2,4
wiped,5,6.0,6.6,6
agape,4,5.6,4.8,5
pyric,4,4.2,3.8,3
bunya,3,5.2,4.4,3
swill,6,5.4,5.4,7
bezel,6,5.4,5.4,6
miffy,4,5.2,5.4,6
prese,6,5.4,4.8,4
bruts,4,4.6,4.6,3
sozin,4,5.2,4.4,5
lossy,5,4.8,6.2,4
pongs,4,6.4,6.8,4
liars,4,5.4,5.0,4
vizir,5,4.8,4.2,4
mamma,6,4.8,5.6,6
punky,3,5.0,5.6,4
felid,4,5.4,5.0,4
yelps,6,5.4,5.4,3
foils,6,5.6,4.4,8
deoxy,4,5.2,5.8,4
blaff,5,4.0,5.0,5
jimmy,5,5.2,6.2,6
spica,5,4.8,4.0,4
vital,4,4.8,5.2,6
wries,8,5.2,5.8,8
reges,6,5.6,6.0,3
skulk,6,4.6,4.6,6
nomes,5,6.4,4.6,5
lysin,4,4.6,3.2,4
thous,3,3.8,4.2,6
towel,4,5.0,4.0,4
mouse,6,5.8,4.8,6
amids,5,5.4,3.0,5
cesta,5,3.6,5.0,5
folic,4,4.2,4.2,4
debar,4,4.8,5.6,5
codas,3,6.0,3.8,2
syphs,4,5.0,3.6,4
filos,5,6.6,5.8,5
cairn,3,5.2,5.4,4
hoers,5,5.2,4.4,4
trick,3,4.6,4.8,4
kooky,6,4.4,6.6,7
boxer,6,7.0,5.6,7
mavis,6,5.6,7.8,4
hilts,6,5.6,6.0,6
cocas,5,6.4,6.4,6
bleed,5,5.2,4.8,4
dairy,3,5.4,5.2,4
winch,6,5.6,4.6,6
gowds,4,5.6,5.0,5
smarm,5,6.2,5.6,7
fadge,5,5.4,5.6,5
kebob,5,3.8,5.2,7
rinse,3,5.0,4.6,3
clots,3,4.8,6.4,4
doxie,7,5.4,4.8,6
trues,3,5.4,4.0,2
hydra,4,4.2,3.0,4
roost,8,4.6,5.0,3
fovea,4,5.4,5.6,5
decaf,5,6.0,4.8,5
gudes,4,6.0,3.6,4
tolyl,5,5.2,4.4,4
terry,5,6.4,6.0,3
withe,6,5.2,6.2,6
washy,6,5.4,5.6,6
sexes,7,7.2,7.4,4
thrum,4,3.8,4.0,4
welly,6,6.0,4.4,7
quaky,3,5.6,4.0,5
prost,6,5.0,5.2,7
mouth,5,4.4,5.2,5
gnars,3,5.4,5.2,6
weepy,6,5.0,4.8,5
merls,4,5.4,6.0,3
chais,3,6.4,4.6,5
atmas,5,5.4,5.0,5
aster,2,6.6,5.2,3
fusel,4,6.2,5.2,3
ought,5,4.2,3.8,5
semes,6,7.6,7.8,3
reply,4,4.8,5.4,4
suras,6,6.0,4.6,4
start,7,5.4,5.4,7
slump,4,4.8,5.6,4
whipt,4,4.4,4.4,5
brank,5,6.6,6.0,6
lefty,4,4.6,5.0,4
porns,4,5.8,5.8,4
roads,3,6.0,4.0,3
plies,4,4.6,5.2,5
milch,4,3.8,4.6,4
shack,4,4.6,5.8,5
entia,5,4.8,4.4,4
seels,4,5.8,6.4,5
lings,5,5.4,7.6,4
relay,4,6.2,6.8,4
yipes,5,6.4,6.0,6
liney,3,6.4,6.2,3
gleet,5,4.2,4.8,4
ervil,4,5.2,3.4,4
bilbo,5,5.0,4.8,6
quell,5,5.2,5.0,5
urase,7,5.2,4.8,3
sibyl,4,3.8,3.2,4
isbas,6,6.2,5.2,7
hurds,5,6.0,6.0,7
sells,5,7.6,6.0,4
nylon,4,3.8,5.6,5
outgo,6,5.2,4.2,4
conns,5,4.8,6.8,5
wurst,8,6.0,5.6,7
motts,8,5.0,7.6,9
gills,9,6.4,6.4,7
gawsy,4,4.2,5.2,4
pikes,4,5.8,6.2,5
goops,6,5.8,5.4,6
torah,2,4.2,6.0,4
stopt,5,5.8,6.2,6
ureas,13,5.0,5.6,2
drupe,4,4.0,4.0,6
tenor,3,4.4,5.6,4
ditsy,4,4.2,4.4,3
spitz,4,4.8,5.0,5
joual,6,4.6,3.6,4
mujik,4,4.2,3.6,5
topaz,4,4.8,5.2,6
crams,6,5.8,7.6,5
noose,4,5.2,5.4,5
didos,6,6.2,3.8,5
irons,4,5.8,5.0,6
caeca,6,4.2,5.4,4
amnic,4,5.4,5.4,4
dryer,6,4.4,3.4,5
wails,9,8.4,8.8,11
morel,3,5.2,5.2,3
tasse,3,5.8,7.0,4
adult,4,4.0,2.6,3
nubia,4,4.2,2.4,4
spado,3,4.0,2.6,3
jaups,6,5.6,5.2,6
stour,3,5.4,4.6,3
afire,3,4.6,4.0,4
ouphe,4,4.2,4.6,4
pones,3,7.4,6.2,4
egged,7,5.2,6.2,5
embed,6,5.2,4.8,5
mater,7,6.0,8.4,6
teems,5,4.6,4.8,5
risks,5,5.0,5.4,5
pupas,6,5.6,5.2,7
deave,5,5.2,4.8,4
arums,6,4.2,3.4,3
poxed,5,7.4,7.0,7
stoma,4,5.2,4.4,5
gulpy,4,4.6,4.2,5
junco,4,4.2,4.0,5
sooks,6,6.4,7.0,6
stoas,6,5.6,6.0,7
axone,4,4.8,5.0,5
nates,5,7.2,7.0,5
zetas,9,6.6,6.0,10
sutta,5,4.4,5.0,6
cusps,4,5.4,4.6,4
lotas,4,5.0,5.0,4
frond,4,4.2,4.6,4
thumb,4,4.4,4.4,5
scuba,5,4.0,4.6,5
stane,3,5.2,5.2,4
ceric,4,5.4,5.0,5
nitro,3,4.6,3.8,3
daddy,5,7.2,5.6,7
tahrs,2,4.8,6.4,3
tubas,4,3.8,5.2,3
turfs,7,6.0,5.4,6
fungi,4,3.8,4.2,4
holts,6,6.2,6.0,6
still,5,5.2,6.0,6
nabes,5,6.0,5.4,6
utile,4,4.4,3.6,3
screw,6,5.2,4.6,4
cacas,6,6.0,6.6,6
covey,3,4.6,7.4,4
admit,5,4.2,2.8,4
pipit,3,5.0,5.2,3
blitz,4,5.0,5.4,5
aroid,3,4.6,2.6,2
zombi,5,4.4,4.8,4
poofy,6,5.4,5.4,7
boons,6,7.2,6.8,7
drest,5,5.4,3.2,3
ditty,5,5.2,4.6,4
skein,5,4.4,4.0,4
duros,3,5.0,3.2,2
lease,7,5.2,5.6,8
banes,5,6.4,9.2,6
yawls,7,6.2,6.0,7
reset,3,5.6,5.2,3
julep,4,4.6,4.8,5
runic,3,3.6,4.4,4
sarge,2,4.4,5.6,3
palls,4,7.8,5.0,6
plans,3,5.2,5.4,4
stime,5,4.6,4.2,5
mayan,5,4.8,4.8,4
bulgy,3,4.6,5.8,4
grans,4,6.4,4.8,5
cooee,4,5.4,4.4,4
cissy,5,4.2,5.8,6
gooky,4,4.4,5.8,5
sieur,3,4.6,4.6,3
chime,4,4.6,5.0,4
fluke,4,4.6,4.2,4
cnida,4,4.0,3.8,3
viced,4,5.6,7.2,6
dobie,5,5.4,5.6,4
asses,8,5.0,6.0,7
ocean,4,4.4,4.4,4
leses,5,6.0,5.6,4
plots,4,4.4,6.2,4
feral,4,5.6,4.4,5
coirs,3,5.2,4.8,3
hoper,5,5.6,6.0,6
boric,3,4.6,5.4,4
ofays,6,5.0,6.2,6
chape,3,4.6,5.4,5
gumma,5,4.8,5.0,6
oiled,3,4.2,4.0,3
swede,5,4.8,4.4,7
fuggy,6,5.6,6.0,6
idiot,3,5.0,4.2,3
skier,5,4.4,6.4,6
rumen,5,5.2,5.4,4
schwa,7,5.8,4.8,7
azide,5,4.4,4.6,6
chevy,6,5.0,5.6,5
parry,5,5.6,6.0,7
liken,4,5.0,5.4,5
faith,4,5.0,4.4,5
forgo,5,5.0,4.8,5
gibed,5,4.2,7.6,6
vexil,6,5.0,4.4,5
mesne,4,5.2,5.6,4
luted,3,5.0,5.0,4
quirk,5,4.6,4.8,5
mauts,5,5.8,4.6,4
crier,4,4.6,5.0,8
alone,3,5.4,4.0,3
musth,4,3.8,4.8,4
jawed,7,7.4,8.0,9
linky,4,4.8,5.8,4
folks,6,6.2,7.2,6
civil,4,4.6,3.8,4
verve,6,4.6,5.2,7
death,4,5.0,5.2,4
mesic,5,4.8,5.0,3
vodun,5,3.8,2.8,3
typic,3,4.4,5.2,3
ureic,4,4.6,3.2,3
demic,4,4.8,5.8,4
womyn,4,3.8,4.4,4
ruler,5,4.8,6.0,4
oxbow,4,4.8,5.0,5
soils,7,6.8,4.8,9
lycra,4,4.8,5.4,5
syncs,4,4.2,3.6,4
boogy,5,5.6,6.0,6
ensky,5,3.8,4.2,5
banda,5,4.2,4.8,5
razed,8,7.8,9.0,10
clock,4,5.8,5.2,4
sheet,4,5.0,5.2,4
araks,8,5.8,4.4,4
womby,4,4.6,4.0,5
hosta,4,4.4,4.6,5
blows,5,4.4,5.2,8
bunks,5,6.4,7.0,5
treed,5,5.8,4.8,4
faena,5,4.0,5.2,5
safes,9,6.6,8.6,9
flocs,4,4.8,5.4,8
middy,5,3.8,4.6,5
askos,5,5.2,5.0,5
dippy,5,6.0,5.0,6
robed,5,5.4,6.6,5
scaur,5,4.6,3.8,4
naris,4,4.6,4.6,4
posse,5,4.2,4.8,8
meous,4,4.2,5.0,3
pepla,8,4.4,5.6,6
slobs,5,5.6,4.4,9
tauts,7,5.8,5.8,6
empty,4,4.2,3.8,4
river,10,7.2,5.4,8
geste,4,5.6,4.6,5
hyper,5,4.8,4.4,4
sites,10,6.8,6.6,10
profs,6,5.6,6.4,4
smoke,4,4.0,5.0,6
gowns,4,5.6,5.4,4
vanda,6,6.4,5.2,6
warms,8,6.0,6.0,8
nawab,6,5.0,6.0,6
byssi,4,5.0,4.6,4
dated,9,6.2,6.0,4
alpha,6,4.8,3.8,4
torcs,4,6.2,6.4,3
kirks,6,4.8,5.4,6
telos,2,4.2,5.8,3
edger,7,5.8,5.0,4
space,6,4.8,5.8,6
softs,6,5.4,5.2,5
